,Model Type,Num_Topics,Topics,Perplexity,Coherence
0,LDA,12,"(0, '0.010*""forest"" + 0.010*""begin"" + 0.009*""wind"" + 0.008*""America"" + 0.008*""land"" + 0.007*""american"" + 0.007*""man"" + 0.007*""century"" + 0.006*""New"" + 0.006*""new""')",-8.164027861483689,0.4984861301979803
1,LDA,12,"(1, '0.022*""law"" + 0.014*""state"" + 0.014*""crime"" + 0.013*""police"" + 0.010*""white"" + 0.010*""penalty"" + 0.009*""punishment"" + 0.009*""criminal"" + 0.009*""death"" + 0.008*""officer""')",-8.164027861483689,0.4984861301979803
2,LDA,12,"(2, '0.020*""change"" + 0.015*""culture"" + 0.013*""society"" + 0.011*""theory"" + 0.010*""group"" + 0.009*""resistance"" + 0.008*""different"" + 0.008*""view"" + 0.006*""idea"" + 0.006*""see""')",-8.164027861483689,0.4984861301979803
3,LDA,12,"(3, '0.041*""social"" + 0.027*""medium"" + 0.025*""use"" + 0.025*""student"" + 0.018*""school"" + 0.016*""information"" + 0.015*""technology"" + 0.014*""internet"" + 0.012*""communication"" + 0.012*""bully""')",-8.164027861483689,0.4984861301979803
4,LDA,12,"(4, '0.056*""water"" + 0.014*""use"" + 0.011*""solution"" + 0.010*""brand"" + 0.008*""test"" + 0.008*""body"" + 0.007*""add"" + 0.007*""result"" + 0.006*""animal"" + 0.006*""experiment""')",-8.164027861483689,0.4984861301979803
5,LDA,12,"(5, '0.028*""people"" + 0.018*""make"" + 0.017*""would"" + 0.014*""go"" + 0.014*""life"" + 0.013*""time"" + 0.012*""get"" + 0.012*""change"" + 0.012*""take"" + 0.011*""way""')",-8.164027861483689,0.4984861301979803
6,LDA,12,"(6, '0.041*""woman"" + 0.036*""child"" + 0.018*""work"" + 0.017*""family"" + 0.015*""education"" + 0.014*""marriage"" + 0.010*""job"" + 0.010*""sex"" + 0.009*""discrimination"" + 0.009*""man""')",-8.164027861483689,0.4984861301979803
7,LDA,12,"(7, '0.027*""religion"" + 0.025*""human"" + 0.019*""right"" + 0.018*""life"" + 0.016*""God"" + 0.012*""religious"" + 0.010*""believe"" + 0.010*""belief"" + 0.010*""death"" + 0.007*""moral""')",-8.164027861483689,0.4984861301979803
8,LDA,12,"(8, '0.029*""change"" + 0.013*""organization"" + 0.012*""company"" + 0.010*""employee"" + 0.009*""management"" + 0.008*""need"" + 0.008*""business"" + 0.007*""process"" + 0.007*""new"" + 0.007*""system""')",-8.164027861483689,0.4984861301979803
9,LDA,12,"(9, '0.019*""country"" + 0.014*""government"" + 0.013*""economic"" + 0.011*""people"" + 0.011*""change"" + 0.010*""state"" + 0.008*""political"" + 0.007*""power"" + 0.007*""world"" + 0.006*""economy""')",-8.164027861483689,0.4984861301979803
10,LDA,12,"(10, '0.019*""water"" + 0.018*""climate"" + 0.011*""increase"" + 0.011*""change"" + 0.010*""global"" + 0.010*""energy"" + 0.010*""use"" + 0.008*""area"" + 0.007*""temperature"" + 0.007*""environment""')",-8.164027861483689,0.4984861301979803
11,LDA,12,"(11, '0.040*""health"" + 0.015*""care"" + 0.015*""patient"" + 0.013*""disease"" + 0.013*""drug"" + 0.011*""use"" + 0.009*""may"" + 0.008*""stress"" + 0.008*""effect"" + 0.008*""marijuana""')",-8.164027861483689,0.4984861301979803
12,LDA,20,"(0, '0.037*""water"" + 0.030*""climate"" + 0.018*""energy"" + 0.013*""global"" + 0.011*""cause"" + 0.011*""area"" + 0.011*""temperature"" + 0.010*""environmental"" + 0.010*""gas"" + 0.010*""use""')",-8.209201501357315,0.5090187069691252
13,LDA,20,"(1, '0.013*""America"" + 0.013*""become"" + 0.011*""american"" + 0.011*""many"" + 0.011*""United"" + 0.010*""begin"" + 0.010*""new"" + 0.010*""century"" + 0.010*""year"" + 0.009*""States""')",-8.209201501357315,0.5090187069691252
14,LDA,20,"(2, '0.103*""change"" + 0.036*""organization"" + 0.028*""employee"" + 0.024*""management"" + 0.015*""system"" + 0.013*""organizational"" + 0.012*""manager"" + 0.012*""process"" + 0.009*""work"" + 0.009*""level""')",-8.209201501357315,0.5090187069691252
15,LDA,20,"(3, '0.018*""change"" + 0.017*""make"" + 0.017*""people"" + 0.016*""would"" + 0.016*""go"" + 0.015*""time"" + 0.014*""get"" + 0.012*""take"" + 0.012*""know"" + 0.012*""way""')",-8.209201501357315,0.5090187069691252
16,LDA,20,"(4, '0.066*""health"" + 0.027*""patient"" + 0.025*""care"" + 0.023*""disease"" + 0.014*""medical"" + 0.011*""stress"" + 0.011*""mental"" + 0.009*""illness"" + 0.009*""risk"" + 0.009*""nurse""')",-8.209201501357315,0.5090187069691252
17,LDA,20,"(5, '0.035*""company"" + 0.022*""business"" + 0.020*""product"" + 0.018*""market"" + 0.017*""country"" + 0.015*""economic"" + 0.014*""industry"" + 0.013*""customer"" + 0.012*""new"" + 0.011*""increase""')",-8.209201501357315,0.5090187069691252
18,LDA,20,"(6, '0.030*""food"" + 0.015*""land"" + 0.014*""animal"" + 0.010*""rain"" + 0.009*""farm"" + 0.008*""crop"" + 0.008*""tree"" + 0.006*""price"" + 0.006*""machine"" + 0.006*""agriculture""')",-8.209201501357315,0.5090187069691252
19,LDA,20,"(7, '0.030*""need"" + 0.015*""may"" + 0.014*""help"" + 0.013*""work"" + 0.013*""provide"" + 0.012*""make"" + 0.012*""program"" + 0.011*""must"" + 0.011*""individual"" + 0.010*""manage""')",-8.209201501357315,0.5090187069691252
20,LDA,20,"(8, '0.039*""culture"" + 0.021*""religion"" + 0.017*""different"" + 0.012*""leadership"" + 0.012*""investment"" + 0.012*""practice"" + 0.011*""influence"" + 0.010*""cultural"" + 0.009*""world"" + 0.009*""value""')",-8.209201501357315,0.5090187069691252
21,LDA,20,"(9, '0.098*""water"" + 0.030*""heat"" + 0.028*""drug"" + 0.027*""use"" + 0.020*""soil"" + 0.014*""marijuana"" + 0.014*""test"" + 0.013*""welfare"" + 0.012*""drink"" + 0.011*""dry""')",-8.209201501357315,0.5090187069691252
22,LDA,20,"(10, '0.087*""woman"" + 0.032*""man"" + 0.030*""right"" + 0.027*""marriage"" + 0.019*""sex"" + 0.013*""religion"" + 0.011*""religious"" + 0.011*""freedom"" + 0.010*""Islam"" + 0.010*""abortion""')",-8.209201501357315,0.5090187069691252
23,LDA,20,"(11, '0.031*""crime"" + 0.030*""police"" + 0.028*""death"" + 0.025*""punishment"" + 0.022*""penalty"" + 0.021*""criminal"" + 0.019*""officer"" + 0.015*""justice"" + 0.015*""capital"" + 0.012*""murder""')",-8.209201501357315,0.5090187069691252
24,LDA,20,"(12, '0.023*""high"" + 0.021*""increase"" + 0.018*""year"" + 0.017*""low"" + 0.017*""rate"" + 0.016*""job"" + 0.015*""people"" + 0.015*""work"" + 0.014*""family"" + 0.013*""number""')",-8.209201501357315,0.5090187069691252
25,LDA,20,"(13, '0.049*""social"" + 0.036*""use"" + 0.033*""medium"" + 0.027*""technology"" + 0.023*""information"" + 0.017*""communication"" + 0.016*""internet"" + 0.011*""site"" + 0.011*""marketing"" + 0.011*""user""')",-8.209201501357315,0.5090187069691252
26,LDA,20,"(14, '0.020*""white"" + 0.016*""al"" + 0.015*""black"" + 0.010*""senior"" + 0.009*""Group"" + 0.009*""storm"" + 0.009*""feedback"" + 0.008*""South"" + 0.008*""Canada"" + 0.007*""habitat""')",-8.209201501357315,0.5090187069691252
27,LDA,20,"(15, '0.030*""government"" + 0.022*""state"" + 0.018*""public"" + 0.015*""law"" + 0.014*""system"" + 0.012*""implement"" + 0.012*""would"" + 0.011*""leader"" + 0.011*""policy"" + 0.011*""issue""')",-8.209201501357315,0.5090187069691252
28,LDA,20,"(16, '0.038*""life"" + 0.033*""people"" + 0.021*""believe"" + 0.019*""human"" + 0.017*""would"" + 0.014*""person"" + 0.013*""God"" + 0.012*""make"" + 0.012*""many"" + 0.010*""may""')",-8.209201501357315,0.5090187069691252
29,LDA,20,"(17, '0.018*""use"" + 0.014*""study"" + 0.009*""research"" + 0.009*""process"" + 0.008*""human"" + 0.008*""result"" + 0.008*""resistance"" + 0.008*""model"" + 0.008*""may"" + 0.008*""theory""')",-8.209201501357315,0.5090187069691252
30,LDA,20,"(18, '0.034*""society"" + 0.024*""social"" + 0.020*""group"" + 0.010*""class"" + 0.010*""race"" + 0.008*""racism"" + 0.008*""capitalism"" + 0.008*""argue"" + 0.008*""discrimination"" + 0.008*""view""')",-8.209201501357315,0.5090187069691252
31,LDA,20,"(19, '0.079*""child"" + 0.063*""school"" + 0.048*""student"" + 0.027*""parent"" + 0.023*""bully"" + 0.022*""bullying"" + 0.017*""young"" + 0.017*""teacher"" + 0.014*""learn"" + 0.013*""adult""')",-8.209201501357315,0.5090187069691252
32,LDA,22,"(0, '0.070*""child"" + 0.054*""school"" + 0.041*""student"" + 0.023*""parent"" + 0.020*""young"" + 0.020*""bully"" + 0.020*""education"" + 0.019*""bullying"" + 0.017*""family"" + 0.016*""age""')",-8.21178295809254,0.5207631021271676
33,LDA,22,"(1, '0.043*""technology"" + 0.028*""use"" + 0.017*""survey"" + 0.016*""computer"" + 0.014*""phone"" + 0.013*""machine"" + 0.012*""intelligence"" + 0.012*""robot"" + 0.010*""game"" + 0.010*""datum""')",-8.21178295809254,0.5207631021271676
34,LDA,22,"(2, '0.058*""change"" + 0.012*""study"" + 0.011*""individual"" + 0.010*""use"" + 0.010*""may"" + 0.009*""process"" + 0.008*""research"" + 0.008*""theory"" + 0.008*""result"" + 0.007*""model""')",-8.21178295809254,0.5207631021271676
35,LDA,22,"(3, '0.025*""change"" + 0.025*""climate"" + 0.018*""country"" + 0.015*""global"" + 0.011*""energy"" + 0.011*""world"" + 0.011*""environmental"" + 0.011*""human"" + 0.010*""environment"" + 0.010*""development""')",-8.21178295809254,0.5207631021271676
36,LDA,22,"(4, '0.024*""story"" + 0.017*""show"" + 0.017*""man"" + 0.015*""character"" + 0.014*""book"" + 0.012*""write"" + 0.011*""’s"" + 0.010*""father"" + 0.010*""sun"" + 0.009*""film""')",-8.21178295809254,0.5207631021271676
37,LDA,22,"(5, '0.036*""company"" + 0.023*""business"" + 0.020*""product"" + 0.018*""market"" + 0.014*""new"" + 0.013*""customer"" + 0.012*""industry"" + 0.011*""cost"" + 0.009*""innovation"" + 0.008*""consumer""')",-8.21178295809254,0.5207631021271676
38,LDA,22,"(6, '0.023*""government"" + 0.020*""political"" + 0.015*""power"" + 0.015*""people"" + 0.013*""state"" + 0.013*""leader"" + 0.012*""system"" + 0.012*""economic"" + 0.009*""bank"" + 0.009*""class""')",-8.21178295809254,0.5207631021271676
39,LDA,22,"(7, '0.027*""United"" + 0.023*""States"" + 0.018*""american"" + 0.017*""America"" + 0.013*""Americans"" + 0.013*""state"" + 0.013*""year"" + 0.011*""New"" + 0.011*""country"" + 0.011*""many""')",-8.21178295809254,0.5207631021271676
40,LDA,22,"(8, '0.021*""employee"" + 0.020*""organization"" + 0.018*""work"" + 0.017*""need"" + 0.015*""management"" + 0.011*""system"" + 0.009*""provide"" + 0.009*""make"" + 0.009*""manager"" + 0.009*""must""')",-8.21178295809254,0.5207631021271676
41,LDA,22,"(9, '0.039*""tree"" + 0.021*""drink"" + 0.020*""summer"" + 0.017*""rainforest"" + 0.012*""mountain"" + 0.012*""coal"" + 0.011*""meaning"" + 0.011*""Tita"" + 0.010*""sport"" + 0.010*""degradation""')",-8.21178295809254,0.5207631021271676
42,LDA,22,"(10, '0.052*""health"" + 0.025*""care"" + 0.018*""drug"" + 0.018*""patient"" + 0.011*""disease"" + 0.010*""risk"" + 0.010*""individual"" + 0.009*""treatment"" + 0.009*""mental"" + 0.008*""medical""')",-8.21178295809254,0.5207631021271676
43,LDA,22,"(11, '0.072*""social"" + 0.045*""medium"" + 0.031*""information"" + 0.029*""use"" + 0.027*""communication"" + 0.022*""internet"" + 0.019*""brand"" + 0.017*""site"" + 0.014*""art"" + 0.013*""user""')",-8.21178295809254,0.5207631021271676
44,LDA,22,"(12, '0.020*""land"" + 0.017*""forest"" + 0.015*""white"" + 0.014*""river"" + 0.014*""dioxide"" + 0.010*""season"" + 0.009*""Water"" + 0.009*""rainfall"" + 0.008*""indian"" + 0.008*""solar""')",-8.21178295809254,0.5207631021271676
45,LDA,22,"(13, '0.037*""gas"" + 0.023*""warm"" + 0.021*""wind"" + 0.019*""rain"" + 0.019*""sea"" + 0.018*""ice"" + 0.015*""air"" + 0.011*""cold"" + 0.011*""light"" + 0.011*""dry""')",-8.21178295809254,0.5207631021271676
46,LDA,22,"(14, '0.034*""people"" + 0.022*""make"" + 0.020*""would"" + 0.017*""change"" + 0.016*""time"" + 0.015*""go"" + 0.014*""way"" + 0.014*""take"" + 0.014*""life"" + 0.013*""many""')",-8.21178295809254,0.5207631021271676
47,LDA,22,"(15, '0.074*""woman"" + 0.035*""man"" + 0.022*""marriage"" + 0.018*""society"" + 0.017*""gender"" + 0.016*""sex"" + 0.015*""discrimination"" + 0.013*""racism"" + 0.012*""male"" + 0.012*""race""')",-8.21178295809254,0.5207631021271676
48,LDA,22,"(16, '0.026*""culture"" + 0.019*""society"" + 0.018*""religion"" + 0.013*""group"" + 0.010*""new"" + 0.010*""value"" + 0.009*""create"" + 0.009*""cultural"" + 0.008*""world"" + 0.008*""different""')",-8.21178295809254,0.5207631021271676
49,LDA,22,"(17, '0.161*""water"" + 0.043*""use"" + 0.033*""plant"" + 0.017*""animal"" + 0.014*""food"" + 0.011*""chemical"" + 0.011*""energy"" + 0.010*""temperature"" + 0.010*""marijuana"" + 0.009*""produce""')",-8.21178295809254,0.5207631021271676
50,LDA,22,"(18, '0.055*""right"" + 0.024*""law"" + 0.021*""state"" + 0.019*""legal"" + 0.015*""issue"" + 0.013*""government"" + 0.012*""abortion"" + 0.009*""decision"" + 0.009*""physician"" + 0.009*""freedom""')",-8.21178295809254,0.5207631021271676
51,LDA,22,"(19, '0.041*""increase"" + 0.028*""high"" + 0.021*""rate"" + 0.021*""low"" + 0.021*""cause"" + 0.020*""temperature"" + 0.016*""effect"" + 0.016*""solution"" + 0.015*""result"" + 0.015*""year""')",-8.21178295809254,0.5207631021271676
52,LDA,22,"(20, '0.032*""law"" + 0.029*""crime"" + 0.028*""police"" + 0.021*""penalty"" + 0.020*""punishment"" + 0.020*""criminal"" + 0.018*""officer"" + 0.015*""justice"" + 0.014*""death"" + 0.013*""capital""')",-8.21178295809254,0.5207631021271676
53,LDA,22,"(21, '0.056*""human"" + 0.043*""life"" + 0.035*""death"" + 0.034*""God"" + 0.020*""believe"" + 0.017*""moral"" + 0.013*""ethical"" + 0.012*""ethic"" + 0.011*""belief"" + 0.011*""artificial""')",-8.21178295809254,0.5207631021271676
54,LDA,24,"(0, '0.052*""use"" + 0.023*""technology"" + 0.020*""research"" + 0.019*""study"" + 0.010*""result"" + 0.010*""datum"" + 0.009*""method"" + 0.009*""design"" + 0.008*""new"" + 0.008*""show""')",-8.218529958888459,0.47751316467469573
55,LDA,24,"(1, '0.025*""city"" + 0.016*""New"" + 0.015*""acid"" + 0.015*""gun"" + 0.014*""tourism"" + 0.012*""|"" + 0.010*""Warming"" + 0.010*""chinese"" + 0.010*""island"" + 0.010*""shop""')",-8.218529958888459,0.47751316467469573
56,LDA,24,"(2, '0.014*""time"" + 0.012*""make"" + 0.011*""come"" + 0.011*""place"" + 0.010*""begin"" + 0.010*""day"" + 0.009*""leave"" + 0.009*""take"" + 0.009*""forest"" + 0.008*""know""')",-8.218529958888459,0.47751316467469573
57,LDA,24,"(3, '0.030*""climate"" + 0.017*""energy"" + 0.016*""change"" + 0.013*""global"" + 0.011*""area"" + 0.011*""environmental"" + 0.010*""increase"" + 0.010*""environment"" + 0.010*""cause"" + 0.010*""gas""')",-8.218529958888459,0.47751316467469573
58,LDA,24,"(4, '0.020*""effect"" + 0.019*""may"" + 0.019*""cause"" + 0.018*""physical"" + 0.016*""body"" + 0.013*""stress"" + 0.012*""result"" + 0.010*""increase"" + 0.010*""affect"" + 0.010*""mental""')",-8.218529958888459,0.47751316467469573
59,LDA,24,"(5, '0.196*""water"" + 0.050*""temperature"" + 0.038*""food"" + 0.026*""heat"" + 0.020*""animal"" + 0.018*""solution"" + 0.011*""chemical"" + 0.010*""amount"" + 0.010*""dry"" + 0.009*""drinking""')",-8.218529958888459,0.47751316467469573
60,LDA,24,"(6, '0.079*""woman"" + 0.031*""man"" + 0.021*""society"" + 0.020*""gender"" + 0.018*""discrimination"" + 0.017*""race"" + 0.015*""racism"" + 0.014*""male"" + 0.014*""female"" + 0.011*""racial""')",-8.218529958888459,0.47751316467469573
61,LDA,24,"(7, '0.071*""religion"" + 0.042*""God"" + 0.035*""marriage"" + 0.033*""religious"" + 0.022*""life"" + 0.020*""sex"" + 0.019*""belief"" + 0.016*""church"" + 0.015*""believe"" + 0.014*""abortion""')",-8.218529958888459,0.47751316467469573
62,LDA,24,"(8, '0.043*""change"" + 0.017*""culture"" + 0.016*""group"" + 0.015*""social"" + 0.014*""theory"" + 0.014*""different"" + 0.013*""society"" + 0.013*""individual"" + 0.010*""value"" + 0.009*""influence""')",-8.218529958888459,0.47751316467469573
63,LDA,24,"(9, '0.038*""people"" + 0.020*""change"" + 0.018*""would"" + 0.018*""make"" + 0.017*""get"" + 0.016*""way"" + 0.016*""go"" + 0.015*""many"" + 0.014*""time"" + 0.013*""life""')",-8.218529958888459,0.47751316467469573
64,LDA,24,"(10, '0.061*""health"" + 0.044*""drug"" + 0.040*""patient"" + 0.029*""care"" + 0.024*""marijuana"" + 0.020*""use"" + 0.018*""treatment"" + 0.017*""medical"" + 0.014*""disease"" + 0.010*""doctor""')",-8.218529958888459,0.47751316467469573
65,LDA,24,"(11, '0.090*""employee"" + 0.062*""work"" + 0.039*""manager"" + 0.032*""job"" + 0.028*""resistance"" + 0.023*""worker"" + 0.023*""performance"" + 0.021*""company"" + 0.012*""intelligence"" + 0.011*""manage""')",-8.218529958888459,0.47751316467469573
66,LDA,24,"(12, '0.095*""social"" + 0.066*""medium"" + 0.039*""information"" + 0.033*""internet"" + 0.031*""communication"" + 0.023*""user"" + 0.019*""site"" + 0.017*""use"" + 0.015*""online"" + 0.010*""communicate""')",-8.218529958888459,0.47751316467469573
67,LDA,24,"(13, '0.034*""company"" + 0.023*""business"" + 0.023*""product"" + 0.021*""market"" + 0.017*""country"" + 0.015*""economic"" + 0.015*""customer"" + 0.013*""industry"" + 0.012*""increase"" + 0.012*""economy""')",-8.218529958888459,0.47751316467469573
68,LDA,24,"(14, '0.038*""human"" + 0.021*""right"" + 0.017*""would"" + 0.016*""life"" + 0.015*""make"" + 0.011*""question"" + 0.011*""decision"" + 0.010*""people"" + 0.010*""act"" + 0.010*""believe""')",-8.218529958888459,0.47751316467469573
69,LDA,24,"(15, '0.018*""staff"" + 0.012*""disaster"" + 0.007*""senior"" + 0.007*""top"" + 0.006*""modify"" + 0.006*""Group"" + 0.006*""follow"" + 0.006*""drive"" + 0.006*""train"" + 0.006*""test""')",-8.218529958888459,0.47751316467469573
70,LDA,24,"(16, '0.051*""change"" + 0.028*""organization"" + 0.018*""management"" + 0.016*""system"" + 0.015*""need"" + 0.014*""process"" + 0.010*""organizational"" + 0.008*""make"" + 0.008*""issue"" + 0.007*""environment""')",-8.218529958888459,0.47751316467469573
71,LDA,24,"(17, '0.013*""child"" + 0.012*""high"" + 0.012*""provide"" + 0.010*""education"" + 0.009*""leadership"" + 0.009*""year"" + 0.008*""family"" + 0.008*""need"" + 0.007*""work"" + 0.007*""low""')",-8.218529958888459,0.47751316467469573
72,LDA,24,"(18, '0.062*""India"" + 0.037*""survey"" + 0.028*""perception"" + 0.025*""indian"" + 0.021*""respondent"" + 0.019*""Vietnam"" + 0.015*""Germany"" + 0.014*""immigration"" + 0.011*""Muslims"" + 0.010*""Jesus""')",-8.218529958888459,0.47751316467469573
73,LDA,24,"(19, '0.019*""story"" + 0.017*""show"" + 0.016*""wind"" + 0.013*""man"" + 0.012*""art"" + 0.012*""character"" + 0.012*""book"" + 0.012*""write"" + 0.011*""’s"" + 0.009*""father""')",-8.218529958888459,0.47751316467469573
74,LDA,24,"(20, '0.038*""death"" + 0.021*""punishment"" + 0.020*""crime"" + 0.018*""penalty"" + 0.013*""capital"" + 0.013*""solar"" + 0.011*""criminal"" + 0.011*""fresh"" + 0.011*""murder"" + 0.011*""salt""')",-8.218529958888459,0.47751316467469573
75,LDA,24,"(21, '0.025*""country"" + 0.016*""government"" + 0.016*""political"" + 0.015*""people"" + 0.015*""power"" + 0.014*""state"" + 0.012*""century"" + 0.010*""world"" + 0.010*""Africa"" + 0.009*""become""')",-8.218529958888459,0.47751316467469573
76,LDA,24,"(22, '0.033*""law"" + 0.023*""United"" + 0.019*""States"" + 0.019*""government"" + 0.018*""state"" + 0.015*""police"" + 0.012*""public"" + 0.010*""right"" + 0.010*""officer"" + 0.010*""Act""')",-8.218529958888459,0.47751316467469573
77,LDA,24,"(23, '0.036*""movie"" + 0.023*""game"" + 0.022*""film"" + 0.019*""play"" + 0.019*""player"" + 0.017*""tube"" + 0.016*""television"" + 0.012*""attend"" + 0.012*""Brazil"" + 0.010*""ad""')",-8.218529958888459,0.47751316467469573
78,LDA,26,"(0, '0.033*""government"" + 0.022*""country"" + 0.019*""state"" + 0.015*""people"" + 0.014*""year"" + 0.013*""United"" + 0.011*""policy"" + 0.010*""political"" + 0.010*""States"" + 0.008*""India""')",-8.223148062157586,0.4780525343594743
79,LDA,26,"(1, '0.076*""child"" + 0.059*""school"" + 0.045*""student"" + 0.025*""parent"" + 0.022*""bully"" + 0.021*""family"" + 0.021*""bullying"" + 0.020*""young"" + 0.018*""education"" + 0.018*""age""')",-8.223148062157586,0.4780525343594743
80,LDA,26,"(2, '0.035*""crime"" + 0.030*""death"" + 0.028*""punishment"" + 0.026*""penalty"" + 0.024*""criminal"" + 0.020*""art"" + 0.019*""justice"" + 0.015*""victim"" + 0.014*""case"" + 0.014*""murder""')",-8.223148062157586,0.4780525343594743
81,LDA,26,"(3, '0.049*""marriage"" + 0.041*""sex"" + 0.026*""abortion"" + 0.022*""woman"" + 0.021*""child"" + 0.021*""couple"" + 0.019*""egg"" + 0.018*""mother"" + 0.014*""baby"" + 0.013*""bear""')",-8.223148062157586,0.4780525343594743
82,LDA,26,"(4, '0.019*""game"" + 0.018*""tropical"" + 0.018*""play"" + 0.017*""barrier"" + 0.016*""player"" + 0.013*""hour"" + 0.011*""shop"" + 0.010*""attend"" + 0.010*""Brazil"" + 0.010*""sport""')",-8.223148062157586,0.4780525343594743
83,LDA,26,"(5, '0.032*""fish"" + 0.023*""summer"" + 0.021*""CSR"" + 0.019*""bottled"" + 0.016*""°"" + 0.014*""biodiversity"" + 0.012*""polar"" + 0.012*""latitude"" + 0.011*""bird"" + 0.010*""unknown""')",-8.223148062157586,0.4780525343594743
84,LDA,26,"(6, '0.054*""right"" + 0.034*""law"" + 0.017*""discrimination"" + 0.016*""racism"" + 0.014*""freedom"" + 0.014*""Act"" + 0.014*""Americans"" + 0.012*""racial"" + 0.011*""legal"" + 0.009*""public""')",-8.223148062157586,0.4780525343594743
85,LDA,26,"(7, '0.035*""study"" + 0.027*""research"" + 0.017*""result"" + 0.016*""use"" + 0.012*""measure"" + 0.011*""datum"" + 0.011*""analysis"" + 0.011*""show"" + 0.011*""report"" + 0.011*""find""')",-8.223148062157586,0.4780525343594743
86,LDA,26,"(8, '0.031*""organization"" + 0.027*""employee"" + 0.025*""work"" + 0.022*""change"" + 0.021*""need"" + 0.017*""management"" + 0.013*""organizational"" + 0.012*""provide"" + 0.011*""make"" + 0.011*""program""')",-8.223148062157586,0.4780525343594743
87,LDA,26,"(9, '0.086*""health"" + 0.037*""care"" + 0.034*""patient"" + 0.016*""drink"" + 0.016*""disease"" + 0.016*""medical"" + 0.015*""healthy"" + 0.014*""drinking"" + 0.013*""treatment"" + 0.012*""tube""')",-8.223148062157586,0.4780525343594743
88,LDA,26,"(10, '0.059*""change"" + 0.011*""group"" + 0.010*""different"" + 0.010*""culture"" + 0.008*""society"" + 0.008*""theory"" + 0.008*""value"" + 0.008*""individual"" + 0.007*""example"" + 0.007*""influence""')",-8.223148062157586,0.4780525343594743
89,LDA,26,"(11, '0.036*""wind"" + 0.021*""american"" + 0.020*""America"" + 0.018*""african"" + 0.017*""race"" + 0.017*""church"" + 0.014*""language"" + 0.014*""color"" + 0.012*""gay"" + 0.012*""culture""')",-8.223148062157586,0.4780525343594743
90,LDA,26,"(12, '0.041*""drug"" + 0.022*""stress"" + 0.021*""mental"" + 0.018*""physical"" + 0.016*""alcohol"" + 0.016*""effect"" + 0.016*""individual"" + 0.015*""addiction"" + 0.014*""abuse"" + 0.014*""emotional""')",-8.223148062157586,0.4780525343594743
91,LDA,26,"(13, '0.031*""people"" + 0.020*""make"" + 0.020*""would"" + 0.017*""go"" + 0.015*""time"" + 0.015*""get"" + 0.014*""life"" + 0.013*""take"" + 0.013*""many"" + 0.013*""way""')",-8.223148062157586,0.4780525343594743
92,LDA,26,"(14, '0.029*""human"" + 0.027*""life"" + 0.026*""religion"" + 0.017*""God"" + 0.016*""believe"" + 0.013*""religious"" + 0.012*""death"" + 0.011*""belief"" + 0.009*""argument"" + 0.009*""moral""')",-8.223148062157586,0.4780525343594743
93,LDA,26,"(15, '0.086*""woman"" + 0.045*""man"" + 0.025*""society"" + 0.022*""gender"" + 0.016*""male"" + 0.015*""female"" + 0.010*""marriage"" + 0.010*""feminist"" + 0.009*""work"" + 0.009*""same""')",-8.223148062157586,0.4780525343594743
94,LDA,26,"(16, '0.031*""table"" + 0.019*""ceo"" + 0.019*""disaster"" + 0.017*""Commission"" + 0.016*""nutrient"" + 0.015*""mineral"" + 0.013*""poultry"" + 0.013*""fruit"" + 0.012*""cool"" + 0.011*""chinese""')",-8.223148062157586,0.4780525343594743
95,LDA,26,"(17, '0.023*""forest"" + 0.020*""rain"" + 0.020*""river"" + 0.012*""story"" + 0.011*""sea"" + 0.011*""sun"" + 0.010*""ocean"" + 0.010*""acid"" + 0.009*""character"" + 0.008*""Earth""')",-8.223148062157586,0.4780525343594743
96,LDA,26,"(18, '0.026*""social"" + 0.017*""use"" + 0.015*""medium"" + 0.013*""new"" + 0.009*""time"" + 0.008*""internet"" + 0.007*""become"" + 0.006*""brand"" + 0.006*""allow"" + 0.006*""face""')",-8.223148062157586,0.4780525343594743
